Point,X,Y
P154,30.74949203104791,27.04214305582085
P155,27.46193821526517,28.98903673783053
P156,24.02043458547751,35.49388425993595
P157,28.714373570446135,34.06754818000319
P158,30.87465463219448,30.105019208163796
P159,28.06878837082734,28.44866621703272
P160,26.458748586197988,29.349284728161578
P161,25.43648184246723,32.975785127184565
P162,21.318006925449374,40.4619363784273
P163,20.47292178325134,23.92905693606134
P164,30.211498930750306,33.95831346981468
P165,27.808539176734698,33.1417275463214
P166,24.944889522188884,25.51372814257084
P167,25.341120511871768,26.61419144243944
P168,29.38803880037988,29.264713092489306
P169,21.285262614433698,28.393070791735035
P170,26.85819154424031,27.181377235980126
P171,21.30000821995106,31.218436057459563
P172,26.10234956998925,27.46528412314435
P173,22.880327624717548,31.16024968678818
P174,18.483620463262042,22.962681128117225
P175,21.767001004364037,28.932764241440765
P176,26.39908404519102,37.37678108474776
P177,28.859468304409088,29.200307350182864
P178,24.914427064437902,24.987353176810956
P179,24.916690888034246,28.55670680539931
P180,26.452233521521404,25.863845282238387
P181,27.337059314085273,37.66369456501289
P182,24.51057933194414,32.00855861049471
P183,28.105647962700004,27.993897640570818
P184,26.008416168146876,30.062962003908975
P185,25.439542443469744,26.13495108072267
P186,25.110295784165242,32.48999145622725
P187,31.530146235077687,34.79635413042603
P188,34.689321058802,26.163262185559752
P189,28.925442865243053,30.91671002869176
P190,34.85411319947953,25.958508573224243
P191,21.221251710186507,27.00303677277989
P192,15.442469240605869,27.371224891596196
P193,21.58390302300836,30.75196893238104
P194,26.53790189099722,39.38085419607943
P195,29.276907271837224,27.115481721687985
P196,20.95713397893239,32.45959585753253
P197,19.05895056840711,39.157293829271765
P198,30.30748054324579,27.654121739476476
P199,17.290894619091052,36.76936187082706
P200,24.48457069636322,36.18908155986731
P201,17.82507553542535,27.003124885231134
P202,25.023596648731825,30.23490296882371
P203,22.974705378343405,33.114249661737496
P204,20.195708067778327,29.288102574893532
P205,25.541330342703546,32.57219417029374
P206,28.202266951400006,24.376789540810655
P207,18.0964862316897,36.38838410949255
P208,26.495413053908162,26.25756731721723
P209,31.980183889851354,30.578373171464293
P210,30.30683732828722,30.337592407050543
P211,34.27336566196894,38.77670421221602
P212,23.87966133184417,34.85785475477178
P213,27.904191773133164,36.843157787661745
P214,20.65784442738953,33.4302572999922
P215,29.762910190823145,21.20630256788443
P216,19.675336693004013,19.803839111199498
P217,23.78766924499949,33.58771127897981
P218,31.760606734432127,30.370473902098876
P219,32.32876995507081,23.099492708925542
P220,17.334779022901806,29.722261505516904
P221,26.728294520226882,29.836526259529535
P222,15.696510549820555,29.55439980243606
P223,19.12988724772816,33.348362744150194
P224,26.64969210743582,25.300601068363225
P225,22.68759887198488,24.70393239055524
P226,24.71794406227073,34.77571160250619
P227,20.564232791490053,32.52023257758922
P228,22.613840717324017,26.03563583868828
P229,24.51836338020449,24.82378838790313
P230,22.50857812593768,24.010610537055758
P231,33.841263098123754,30.176317759858645
P232,21.851235214033366,31.06989955367111
P233,24.494523776391265,28.895152002333884
P234,27.763750150195413,33.787538550236526
P235,22.612744835752626,27.1209087967766
P236,23.762267362817603,18.490394176322077
P237,18.181640220106516,36.83437133722262
P238,32.40235471075577,28.75481980221811
P239,27.59450633375095,31.556250772717682
P240,38.854963638048574,35.59787455717289
P241,24.42437083833655,25.22229779699787
P242,17.770991558840926,31.017318179336115
P243,21.596421646220634,22.88873145201163
P244,22.09042202090863,24.592259981928024
P245,32.592137357826545,34.408198784747256
P246,24.96412311407522,37.39972069445013
P247,25.348157384414282,25.69357899335868
P248,31.85405834771346,32.694550218423295
P249,20.332392305530945,29.04830660958196
P250,21.059717859768593,23.086001345178317
P251,29.167798963892388,39.54708320235065
P252,18.706445917813866,32.81484618345286
P253,22.07210843895178,27.56437308117652
P254,22.33422734092509,25.68004615160092
P255,25.218347325751722,25.84524941794481
P256,26.217055716009273,29.748809452754315
P257,23.924733789101158,25.46218168979201
P258,22.404529012442502,33.77695612912878
P259,27.254127344309715,25.112223776007244
P260,25.446995374431516,33.75693561685895
P261,17.487676234953828,32.71680096189967
P262,22.01819308474369,32.852993342965796
P263,21.565333795558672,20.975589496677404
P264,17.676059029525767,30.24042473330691
P265,26.168751257746667,25.478416874477958
P266,27.87366606449818,21.6923996886552
P267,24.702640906087076,23.944919001187717
P268,22.066737514890285,30.23699335658207
P269,21.128139856222212,28.077222278850872
P270,29.52831764146498,27.115540652384254
P271,28.760614504293137,24.351465726711908
P272,27.384118800618772,37.207843103289505
P273,13.877599749427198,26.015523722647615
P274,27.59682457231243,28.984773069785035
P275,26.67015643017089,26.980074066420897
P276,25.38965404362805,29.221613823039604
P277,30.25501927746913,31.272104216506065
P278,26.519211979338408,27.940615169387662
P279,22.80577199167378,27.837209060901895
P280,26.775034640702337,27.895077595898684
P281,26.30398685603386,40.37700399322719
P282,28.920061165442615,28.369882339160796
P283,30.40546264973775,27.959623134892244
P284,15.828439591699658,24.95956844541298
P285,16.58143635538365,28.24243257979346
P286,25.082882706352983,38.382186561376415
P287,26.47117318193873,28.90449735595568
P288,28.7323251153257,18.944323454960575
P289,26.060265511488545,33.85432596943483
P290,18.346361893990714,35.71877021603464
P291,26.523233833724863,27.923560430495993
P292,27.847518397478282,41.35346428902198
P293,25.81839814776323,31.24110293150168
P294,22.9328759520689,25.75077815267604
P295,28.736511174449106,25.719580870455665
P296,25.322048067487266,27.611712766174417
P297,27.155409215858764,31.66831052643474
P298,29.668929749160547,27.449918005726264
P299,23.785562791179828,25.106181421088465
P300,23.0006803296575,31.88650246522426
P301,28.406448774904085,25.389173379111874
P302,28.91322664047547,36.778189294024756
P303,26.860457064506654,39.38397906279033
P304,21.517948604033922,23.776726483442914
P305,16.995758879930747,37.480221557445915
P306,27.94464545359326,29.722076645447725
P307,26.25985881843919,24.372554763508116
P308,36.00588390827572,30.646105909876137
P309,25.492276575722016,33.62883311949346
P310,27.164541542815208,31.119420121395656
P311,21.442864950496094,32.35734178567998
P312,33.46911023413765,36.72710023077489
P313,32.16933981987729,27.443921617844076
P314,20.546778308836387,29.37106539950176
P315,25.250762105299124,35.47095759235474
P316,17.383909166283313,37.64775159730307
P317,24.28896445639455,27.8655946502629
P318,20.445530311329247,21.725716640671152
P319,28.704267627828614,30.36658983594202
P320,19.195175951165258,23.52460613968192
P321,23.48896885319442,38.34510762644696
P322,23.831838918863777,22.48428523440947
P323,23.89415621161325,28.636382151261646
P324,12.864010106762928,29.72852566741094
P325,23.960794614060948,33.48103182406709
P326,33.32030242725405,35.632825147738785
P327,23.79000089250326,24.467370456291647
P328,36.580119114624374,30.29609217007244
P329,25.062681813608258,29.879374564449982
P330,25.891381423455346,29.278197940380288
P331,22.418520969038937,27.26570529379804
P332,24.852610284028007,27.282876144331176
P333,21.79219397795276,30.532151138459483
P334,23.85260252160615,37.51996494291345
P335,13.070635862231446,35.45753425961231
P336,30.607383366239333,19.63304883795925
P337,23.45790582663843,28.142795670021044
P338,18.666197373769805,26.110916562045624
P339,20.002408695403773,38.761352217118116
P340,29.210552769163577,36.35777547497079
P341,28.24752428819456,24.354741143913856
P342,22.639658801741017,32.44687280613959
P343,19.500424859986246,33.56499215086194
P344,23.918535708288392,28.125895962252013
P345,28.19931985691571,32.2213165574302
P346,23.375652253814142,35.79664901682124
P347,20.135215025800463,33.07967803472132
P348,27.668955660857726,28.452267803430047
P349,26.46759860008953,23.744432118073483
P350,29.158121586431054,29.075489317785056
P351,22.64774640766432,35.245046129184445
P352,21.830453392557583,22.957693518182204
P353,17.995168719142434,33.0300497567282
P354,19.238067913766727,38.77397090992182
P355,15.631317664523252,38.48228184145019
P356,25.949578602411783,29.516434440648037
P357,22.547864109359725,31.995680571760353
P358,24.830643839088182,35.516509410082605
P359,25.51402441897918,30.75150880730939
P360,23.36374504503765,29.715271881394663
P361,26.385107960014267,21.449158036716874
P362,18.93316560052429,33.71632047011357
P363,25.768894471575738,29.080083318236603
P364,25.08295269879427,31.737908526808354
P365,22.571081438607873,26.108476372988438
P366,25.881303647939568,25.10813611192484
P367,26.83713740071512,21.4870819788108
P368,29.6312003679654,32.362987412065216
P369,26.15213380441244,34.91345491972757
P370,32.494635000081594,35.07185032509065
P371,16.716065959007594,23.602115166321493
P372,22.188316400369445,30.13045525105417
P373,27.329465592111053,26.371280934232672
P374,25.840450440146853,26.22308533823339
P375,22.248169886536232,22.96669451575889
P376,20.84545039250093,23.24157697191833
P377,20.608570361602002,35.2682089830392
P378,20.727705000256258,43.161910324186955
P379,27.219930553964,30.92418061847437
P380,21.137389989184538,33.501549397044954
P381,22.40962978193002,30.610049073226808
P382,36.52038042220958,29.51970050137675
P383,30.17172996828554,26.48411787437056
P384,24.842551792763672,38.85400317817755
P385,22.178648239955045,39.062242789984644
P386,28.184883709549638,27.18766612052866
P387,27.845834825749844,34.86277224813365
P388,27.798144829977385,22.148876400547717
P389,21.72788270878809,28.762406822242475
P390,24.665049569049792,33.10336048775339
P391,25.79965450419964,23.323278206449494
P392,26.710890329526833,33.05292872641912
P393,27.51905701568968,35.40390362777311
P394,28.75264969547007,32.29590039614219
P395,24.684254298436088,21.69519533242004
P396,26.933281986096638,31.038438435815557
P397,26.22210476737918,23.616257120898453
P398,20.13524556816282,35.26576426666452
P399,24.82200180764505,33.40750348686312
P400,25.127432692587075,30.148780697478728
P401,29.22227712689199,27.41977635891313
P402,25.432543496234427,27.688623556474788
P403,23.04476697655458,28.454139382656802
P404,25.99960197235171,27.606256891682612
P405,30.650902565080845,25.52696348890248
P406,24.159077601273886,27.801344708629124
P407,31.5114004795918,30.982773882557872
P408,29.643300427608857,22.57219813481514
P409,26.201726196411666,34.44815397811718
P410,25.37027795173941,35.32740187532676
P411,22.672201974548326,37.0467372009279
P412,35.345041556286624,28.185807197801704
P413,22.995238653696525,37.2669223855885
P414,32.10807465578821,27.385699864233658
P415,23.109159323068642,28.591076955697464
P416,18.949972700345754,25.40674026757901
P417,20.481366549615693,26.161012174479357
P418,24.843918006759484,31.171073662682602
P419,31.977252217663345,25.008229796306047
P420,29.429450793144625,28.930055778872454
P421,24.777413306564053,33.37409746083302
P422,19.947750902969656,31.912048730920255
P423,25.749034936958754,32.462256320040744
P424,26.301258897585182,42.276500699554475
P425,22.130170070869077,27.345015224990913
P426,22.19586763108856,27.222614404198726
P427,22.13175792712067,35.94508265553776
P428,31.39226911595435,27.14626853125262
P429,21.25439992103097,32.35707778193202
P430,22.51499630073563,33.164659088777555
P431,25.91315359383085,22.42127942501384
P432,31.96377340598528,38.97938836547761
P433,22.242450892820262,28.061492200320078
P434,26.28639425826207,31.672283949935125
P435,27.963449227027738,40.05102269383175
P436,24.20373747627678,26.00851377730773
P437,18.793063473934627,26.345349800290403
P438,24.85092862206791,38.97278931758894
P439,22.67074915433723,31.118939758194493
P440,24.926096967672617,35.94196636724042
P441,36.3711959164313,27.345656135398396
P442,22.797522508668,35.22080438534536
P443,28.0685117033184,39.23353662868017
P444,27.627676833966838,28.203539546064704
P445,27.657946738115392,35.54351790291454
P446,28.692169815388137,32.53637015553649
P447,29.800036103151193,35.84647795222836
P448,31.219715459668873,33.24354943794821
P449,24.247968638574154,30.733568432166614
P450,30.429290349287605,25.91532164506382
P451,26.659029889928057,28.033305938363196
P452,25.12935170320668,36.39225931303649
P453,25.859945806089566,30.232182740780743
P454,18.880647365590363,33.731267830136105
P455,27.90467881513484,40.8162736165273
P456,23.614997942711497,31.095751638319694
P457,26.1222265766984,37.887266398817374
P458,24.571170104258716,31.395107628851697
P459,27.735534293724427,30.93304561578179
P460,22.99104873452262,30.97044996449154
P461,29.831342874368975,24.8674235029447
P462,25.59836353366094,26.499395925304135
P463,30.37770983016179,22.384065476081126
P464,22.484851687277853,31.886059375322603
P465,32.044858131554534,29.67124869463506
P466,22.501602129880606,39.40578534720295
P467,18.483937448126902,19.00597021689959
P468,26.980065025239995,27.489728878236946
P469,20.40445232291179,33.541782236496765
P470,26.097103211970396,27.179606846316357
P471,19.238630205980975,34.36228664140072
P472,27.925905300813973,29.504120681103085
P473,33.309866482214495,24.649576168369236
P474,18.135136730838674,26.540459650593778
P475,24.79486292640026,31.21669724661346
P476,23.914437739646516,31.760276982571483
P477,19.368072591143,37.2188230203663
P478,24.63031969723344,35.58647915794064
P479,26.54226405869967,32.28376609576892
P480,27.563952761044916,32.23854280008658
P481,27.89225241940395,36.64576265066216
P482,25.884345263656616,33.54501878794256
P483,24.59618937570748,37.200586077247365
P484,21.956234640733285,39.004702164554075
P485,24.819289222100455,22.84612448940976
P486,25.576469867098552,26.594741712625595
P487,28.782895970449257,26.736880103488044
P488,22.99217455053349,20.552296345272346
P489,22.964621563379154,17.88060336685522
P490,17.872437294314246,33.80207328072149
P491,28.536100713928747,32.12728780892483
P492,20.648607355918543,29.7614432192901
P493,24.983788574092443,24.208176554037287
P494,31.765292357952177,34.386811452878355
P495,24.005661217766512,30.134429194972654
P496,25.937722635763986,19.791325657878545
P497,23.887701778657313,26.590078760011007
P498,20.49270995547288,28.594498535570224
P499,33.08958937082285,33.20421430633505
P500,22.429694545977416,32.86291390678079
P501,31.29709946463701,34.62316841456384
P502,25.268336664640785,26.76531611147213
P503,28.142004911261154,31.967426927108747
P504,29.028369490124796,33.175859008409844
P505,29.722987218937007,27.32382394219716
P506,30.928273295354465,30.987998023461998
P507,34.3386739268137,26.55406090955216
P508,32.81183711424362,30.989553917313238
P509,22.068618983734982,27.58057082972839
P510,23.55843711312556,32.12082973200958
P511,27.352759696159747,27.131499980307105
P512,24.890404334825575,40.71135179305932
P513,32.7739442654532,32.18161834837016
P514,25.1710156517569,30.600156633591308
P515,27.760830877286875,24.886037174007974
P516,23.841805581594947,21.657079630612053
P517,26.79650405172376,33.2359796985137
P518,22.82566091965282,37.869933816450164
P519,19.484054516489465,22.6781255989509
P520,26.010033183519873,35.23549151306077
P521,32.57767461156041,27.7055786856553
P522,29.85406375044083,29.807457652496463
P523,24.223177150266313,34.41829968743336
P524,27.935452952860388,22.118039215078753
P525,31.644431573766532,36.90045677073726
P526,22.18496784320712,31.979017667187044
P527,27.223135838272324,31.303368829119535
P528,22.52362680769561,26.641883160309742
P529,24.885006680538496,35.86364509629682
P530,27.446200695674946,28.14692833956947
P531,28.47264419791755,15.757286896849623
P532,30.169445651674465,21.301431106109504
P533,23.369015763685905,24.401650526869282
P534,19.173933359255926,35.8041339368926
P535,22.89534459409649,31.73251940865358
P536,24.78885739504367,32.385204136115604
P537,25.34569850977115,23.58503887905715
P538,29.48320068751213,27.531217084193436
P539,17.99538145603112,27.859424195170437
P540,31.753419057854398,34.251108710567465
P541,23.431065395164634,28.253711478407855
P542,23.55264226952178,40.383739917804206
P543,26.71870953504199,32.15020823595535
P544,29.63627554314329,31.193945795132567
P545,23.834310343806838,29.01825075457511
P546,24.67779433263671,29.813888817450792
P547,28.27433294636641,30.259729429036497
P548,28.296880347470108,29.59641709945709
P549,25.353858356422407,20.00899657733946
P550,29.12347453616117,31.732442379489964
P551,29.491045494368436,15.518723109031553
P552,34.39768617151327,29.302051859224132
P553,29.986822675318823,24.800470364372345
P554,27.757482572781562,24.73292218413172
P555,22.193039676868878,39.570156769333934
P556,24.14192919656494,31.087164365898616
P557,28.915304788099395,32.47840943986302
P558,25.676885073146092,31.824805012331126
P559,35.81537013357224,29.711906014832074
P560,25.904945710217355,35.25327198003806
P561,29.974866698310926,35.9351515278019
P562,27.87428599913133,24.284975436347583
P563,32.35044189535493,24.26827303490656
P564,26.361859593575648,26.22862074990321
P565,24.711377440331532,31.6438120515174
P566,26.44610746952623,32.109603771176424
P567,32.26170071076391,32.2676715075699
P568,23.90129514119208,34.820435841441785
P569,30.352617200160882,23.86196092431504
P570,27.688300314324362,33.50586371155449
P571,23.660964234880037,36.878534066558096
P572,24.32474985835363,30.627882267357712
P573,24.221176790722588,30.077895237907338
P574,20.06676210897159,22.79974558702853
P575,32.17527278451237,25.76519325840836
P576,20.538734427446617,19.233049431981428
P577,22.12467213539724,23.38455103296251
P578,32.38906822061366,35.04908544671317
P579,21.90332344670024,41.26217902672154
P580,29.417944691462175,28.37584308245689
P581,13.75267428306892,41.45471286295371
P582,18.746923899563818,21.773006265215542
P583,29.60156694404338,42.19876203169636
P584,31.22922768329733,32.8195456002618
P585,27.67639453749379,34.267077793901535
P586,28.415178654040442,31.405957119846878
P587,25.46890496778344,29.687034360502388
P588,21.607159350099955,28.59662461566613
P589,17.381694336120766,29.50830186602625
P590,20.55134001782087,24.482053413921143
P591,25.809523680190654,36.960011431723
P592,29.13242472701041,22.147496981884114
P593,20.54667338543348,34.70385593994108
P594,20.578806729077606,28.876834250014877
P595,27.475234445610482,25.158277725681824
P596,25.474189777656818,23.329872525408977
P597,22.293845602219537,31.598909670712686
P598,17.83152819910749,32.202373689801995
P599,24.911629904829933,32.76244977208574
P600,26.007613603290977,36.82070214986922
P601,25.56351026191558,27.852972294373735
P602,25.55033876364528,32.716490145181936
P603,25.21987031646567,30.202958456019413
P604,21.841037404869603,26.68549541224526
P605,18.68827627690138,38.7478837159347
P606,19.40261544073922,26.53547401102046
P607,21.76716730493861,34.474621884722204
P608,23.672726447685875,36.23871036336867
P609,21.969292190902593,31.39497081111901
P610,21.24093826033109,40.72574563886694
P611,19.655807114367192,31.549103551135136
P612,27.851995964194444,32.06899548725749
P613,24.166205535050313,29.35089650133287
P614,25.19715162390599,29.264989991857558
P615,29.337456025577094,41.05261500795676
P616,22.49128696746475,23.150985102104613
P617,24.602730782419354,42.898546688271594
P618,21.383464444136212,38.195584027220335
P619,32.54965366334398,27.232058791460027
P620,27.56042385633374,38.14198311564269
P621,23.29392516555631,28.982098199488192
P622,22.382435887231104,24.926216346535668
P623,22.07825104720297,23.880298666188718
P624,25.153375607166517,26.15013384470679
P625,26.052036603058365,22.220521768981865
P626,26.488961044965055,34.16764480804462
P627,16.02818960842845,31.87028284923786
P628,30.524510466129815,23.951794906543974
P629,32.526575740769665,32.095095046830224
P630,21.82744664908716,29.72115461171147
P631,27.51247110634775,30.380026957062057
P632,27.42440196600866,25.39663203460317
P633,25.762123708162353,22.9314275154751
P634,24.49948272393085,25.480461792676053
P635,21.69011525834605,36.18046587605219
P636,29.91089554267421,33.045690604535885
P637,20.084592558973394,28.41795775152599
P638,30.458939649906327,30.708584568199523
P639,35.436982929917626,31.96658919697186
P640,25.864221024205143,28.454417678987493
P641,25.60093407152027,29.23765081809728
P642,28.186489045098657,34.783511583972924
P643,21.463047427714226,23.34383523221111
P644,16.737075821035166,32.53995663456272
P645,20.034850272217568,19.235547035237587
P646,26.74860372038934,42.46499758716395
P647,24.97268089807048,34.19245387225821
P648,25.368232113464042,29.505551734044285
P649,29.13584417344496,28.548627279056742
P650,26.203265413323564,31.608489030980067
P651,21.993592958606282,34.960211747682614
P652,24.21268109487066,26.221274202535778
P653,27.414294296066817,25.507660091044812
P654,25.126815208161076,29.95440501677898
P655,29.8865300462421,32.373491164399766
P656,24.88737868564685,34.08883149600143
P657,31.25593397057791,32.78905153175931
P658,25.046586789295212,23.4408188382492
P659,20.206988516160823,28.47387647822666
P660,22.257195090283226,29.06514348507277
P661,25.25492466203698,32.64846377178365
P662,24.68275549873409,32.43250821913101
P663,25.29013486664554,20.12266716823064
P664,20.772990727815603,29.279562221391924
P665,19.556373657215016,32.999643649981024
P666,31.88837874554664,36.09380925848659
P667,24.039507080814065,37.45363068424976
P668,25.669003557409503,28.314570144409803
P669,22.23968801406577,28.487651567559357
P670,23.25320431656447,30.85208111187744
P671,25.72258291472439,30.015230100767074
P672,26.966221763858574,35.95323137393171
P673,29.272993609485958,22.575510157750482
P674,13.507354892941203,34.67159955619637
P675,18.849045857130605,28.87617299053658
P676,19.734491382732884,20.9900978120999
P677,27.436582276921545,33.79577580151324
P678,22.405703196729764,17.04478853927545
P679,22.54189998286383,31.959020027012734
P680,18.34489794051642,30.91679959889578
P681,24.93110567872152,32.89645749800544
P682,25.53811165786369,25.13465529559222
P683,30.38457175749021,29.20735213486515
P684,24.877129572205305,25.333660204634022
P685,23.005229869638203,25.575986429865495
P686,24.221742730344598,38.558542400711715
P687,18.826444856808898,21.932193010616295
P688,31.620266473721237,28.95338161424067
P689,21.989172676030375,35.199523436980385
P690,22.274730071184113,39.13004856773468
P691,28.050666421026712,27.560442959271487
P692,34.70788695969476,26.97142538498331
P693,28.339429174041882,31.49646290203246
P694,30.85783580229459,37.807555983634266
P695,25.14401867079595,26.232910648269083
P696,27.069874643226022,26.61142315123947
P697,34.060242613869804,30.682676655413687
P698,23.356053019095512,30.923401529324543
P699,18.937931697116365,25.141929807446743
P700,30.401862585749914,26.71552860514302
P701,20.288900577931273,32.68326376263643
P702,30.335668695983486,33.594766553325336
P703,29.482214586126172,26.216024557152696
P704,18.601851999661704,37.506668259777435
P705,23.54794072521039,28.745834917724764
P706,30.97687363832076,32.7811500470033
P707,27.051494974367234,40.825011724505416
P708,22.104167963289356,34.63920064040619
P709,25.25655906203688,31.342961394316283
P710,31.878107918856394,32.53917878144812
P711,27.42233235572335,35.362536686549014
P712,23.357712717057016,25.803951663304968
P713,20.298358626905348,20.16821705311999
P714,34.25293208473145,24.483958171391585
P715,24.004358693864027,28.615933500555396
P716,26.383330140140952,34.078686062696484
P717,28.872130697618854,27.08461280715531
P718,24.247952287961148,31.412899752441497
P719,23.88088993217404,38.03672788009996
P720,27.20938728237213,33.67438893024909
P721,27.982965709003356,35.86736928742663
P722,25.814597014166683,23.515840260220767
P723,26.79859578288689,26.743215531040853
P724,22.621224932126093,32.931820093775464
P725,30.57227382145136,30.106357883680307
P726,26.389748556695338,38.51107472317619
P727,26.083389307698557,43.008415570901974
P728,27.54479340534195,21.19618620422091
P729,28.390037294970398,31.90579192441389
P730,30.803887393372356,33.365906756349794
P731,24.376948072073017,23.878508818553172
P732,24.059395342212888,25.7473977289535
P733,22.387644475878748,32.942892022103045
P734,32.51457026958133,31.973357649114906
P735,19.61852622084167,32.2230133411007
P736,30.38484168990543,26.95108547840309
